site_id,site_name,latitude,longitude,elevation,monitoring,notes,entity_id,entity_name,entity_status,corresponding_current,persist_id,depth_ref,geology,rock_age,wokam,vegetation_type,land_use,copernicus_lcc,cover_type,cover_thickness,host_rock_trace_elements,drip_water_trace_elements,distance_entrance,speleothem_type,drip_type,drip_height,d13C,d18O,iso_std,d18O_water_equilibrium,d18O_dripwater_carbonate_difference,organics,fluid_inclusions,mineralogy_petrology_fabric,clumped_isotopes,noble_gas_temperatures,C14,ODL,Sr_Ca,Sr_Ca_method,Sr_Ca_std,Sr_Ca_downsampled,Sr_Ca_downsampling_method,Mg_Ca,Mg_Ca_method,Mg_Ca_std,Mg_Ca_downsampled,Mg_Ca_downsampling_method,Ba_Ca,Ba_Ca_method,Ba_Ca_std,Ba_Ca_downsampled,Ba_Ca_downsampling_method,U_Ca,U_Ca_method,U_Ca_std,U_Ca_downsampled,U_Ca_downsampling_method,P_Ca,P_Ca_method,P_Ca_std,P_Ca_downsampled,P_Ca_downsampling_method,Sr_isotopes,Sr_isotopes_method,Sr_isotopes_std,trace_elements_datafile,trace_elements_metadatafile,cave_map,contact,data_DOI_URL,depth,dating_id,sample_id,date_type,dating_thickness,lab_num,material_dated,min_weight,max_weight,uncorr_age,uncorr_age_uncert_pos,uncorr_age_uncert_neg,14C_correction,calib_used,date_used,238U_content,238U_uncertainty,232Th_content,232Th_uncertainty,230Th_content,230Th_uncertainty,230Th_232Th_ratio,230Th_232Th_ratio_uncertainty,230Th_238U_activity,230Th_238U_activity_uncertainty,234U_238U_activity,234U_238U_activity_uncertainty,ini_230Th_232Th_ratio,ini_230Th_232Th_ratio_uncertainty,decay_constant,corr_age,corr_age_uncert_pos,corr_age_uncert_neg,date_used_lin_interp,date_used_lin_reg,date_used_Bchron,date_used_Bacon,date_used_OxCal,date_used_copRa,date_used_StalAge,depth_lam,lam_thickness,lam_age,lam_age_uncert_pos,lam_age_uncert_neg,sample_thickness,depth_sample,mineralogy,arag_corr,hiatus,Ba_Ca_measurement,Ba_Ca_precision,Mg_Ca_measurement,Mg_Ca_precision,P_Ca_measurement,P_Ca_precision,Sr_Ca_measurement,Sr_Ca_precision,U_Ca_measurement,U_Ca_precision,Sr_isotopes_measurement,Sr_isotopes_precision,d18O_measurement,d18O_precision,d13C_measurement,d13C_precision,interp_age,interp_age_uncert_pos,interp_age_uncert_neg,age_model_type,ann_lam_check,dep_rate_check,lin_interp_age,lin_interp_age_uncert_pos,lin_interp_age_uncert_neg,lin_reg_age,lin_reg_age_uncert_pos,lin_reg_age_uncert_neg,Bchron_age,Bchron_age_uncert_pos,Bchron_age_uncert_neg,Bacon_age,Bacon_age_uncert_pos,Bacon_age_uncert_neg,OxCal_age,OxCal_age_uncert_pos,OxCal_age_uncert_neg,copRa_age,copRa_age_uncert_pos,copRa_age_uncert_neg,StalAge_age,StalAge_age_uncert_pos,StalAge_age_uncert_neg,composite_entity_id,agetype,d13C_measurement_units,d13C_precision_units,d18O_measurement_units,d18O_precision_units,Sr_isotopes_measurement_units,Sr_isotopes_precision_units,Sr_Ca_measurement_units,Sr_Ca_precision_units,Mg_Ca_measurement_units,Mg_Ca_precision_units,Ba_Ca_measurement_units,Ba_Ca_precision_units,U_Ca_measurement_units,U_Ca_precision_units,P_Ca_measurement_units,P_Ca_precision_units,depth_lam_units,lam_thickness_units,dating_thickness_units,min_weight_units,max_weight_units,14C_correction_units,238U_content_units,238U_uncertainty_units,232Th_content_units,232Th_uncertainty_units,230Th_content_units,230Th_uncertainty_units,230Th_232Th_ratio_units,230Th_232Th_ratio_uncertainty_units,230Th_238U_activity_units,230Th_238U_activity_uncertainty_units,234U_238U_activity_units,234U_238U_activity_uncertainty_units,ini_230Th_232Th_ratio_units,ini_230Th_232Th_ratio_uncertainty_units,cover_thickness_units,distance_entrance_units,drip_height_units,d18O_dripwater_carbonate_difference_units,latitude_units,longitude_units,elevation_units,lam_age_units,lam_age_uncert_pos_units,uncorr_age_units,uncorr_age_uncert_pos_units,uncorr_age_uncert_neg_units,corr_age_units,corr_age_uncert_pos_units,corr_age_uncert_neg_units,ref_id,publication_DOI,citation,doi_database,external_description
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,212.4,,289812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.4,calcite,not applicable,,,,,,,,,,,,,,-4.9,0.08,-8.8,0.04,186169.0,,,StalAge,not applicable,not applicable,186861.7935,1117.214829,947.9690852,187672.0816,2163.952268,2057.475335,186646.5,1007.75,981.35,187886.3756,1568.8582,1206.995386,,,,186451.3682,1030.859877,824.8245492,186823.736,1352.202852,1293.518351,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,mol/mol,mol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mm,mm,mm,mg,mg,%,ppb,ppb (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),m,m,m,per mille,degrees decimal,degrees decimal,meters a.s.l. ,year,year,year,year,year,year,year,year,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric"
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,213.6,,289813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.6,calcite,not applicable,,,,,,,,,,,,,,-4.74,0.08,-8.78,0.04,186301.0,,,StalAge,not applicable,not applicable,187031.9664,1244.405839,1027.928552,187720.2822,2182.288873,2073.683201,186684.0,1071.0,999.0,187950.9927,1586.094632,1230.065312,,,,186526.3508,1042.67588,847.1332461,186856.7817,1373.504741,1312.450644,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,mol/mol,mol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mm,mm,mm,mg,mg,%,ppb,ppb (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),m,m,m,per mille,degrees decimal,degrees decimal,meters a.s.l. ,year,year,year,year,year,year,year,year,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric"
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,214.8,,289814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.8,calcite,not applicable,,,,,,,,,,,,,,-3.34,0.08,-8.51,0.04,186433.0,,,StalAge,not applicable,not applicable,187203.1234,1430.789972,1112.296116,187766.7394,2202.368846,2088.147699,186741.5,1109.55,1014.65,188010.6863,1593.899132,1241.886716,,,,186605.7514,1069.351599,861.4514338,186891.3135,1398.696987,1331.143474,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,mol/mol,mol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mm,mm,mm,mg,mg,%,ppb,ppb (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),m,m,m,per mille,degrees decimal,degrees decimal,meters a.s.l. ,year,year,year,year,year,year,year,year,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric"
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,216.0,,289815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0,calcite,not applicable,,,,,,,,,,,,,,-4.83,0.08,-8.98,0.04,186565.0,,,StalAge,not applicable,not applicable,187363.5523,1617.735498,1223.302487,187812.1282,2223.320521,2101.54386,186785.0,1094.75,1022.85,188070.0158,1599.67002,1265.81499,,,,186700.4469,1115.801421,884.7952465,186926.5016,1424.257271,1352.334762,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,mol/mol,mol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mm,mm,mm,mg,mg,%,ppb,ppb (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),m,m,m,per mille,degrees decimal,degrees decimal,meters a.s.l. ,year,year,year,year,year,year,year,year,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric"
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,217.2,,289816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.2,calcite,not applicable,,,,,,,,,,,,,,-4.54,0.08,-8.81,0.04,186697.0,,,StalAge,not applicable,not applicable,187525.6061,1870.460588,1325.102048,187858.5885,2243.098854,2116.011417,186817.0,1143.15,1014.35,188135.0044,1620.405076,1286.61186,,,,186802.3503,1158.828432,905.3521552,186961.5335,1448.401949,1376.589546,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,mol/mol,mol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mm,mm,mm,mg,mg,%,ppb,ppb (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),m,m,m,per mille,degrees decimal,degrees decimal,meters a.s.l. ,year,year,year,year,year,year,year,year,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric"
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,218.4,,289817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.4,calcite,not applicable,,,,,,,,,,,,,,-4.78,0.08,-9.37,0.04,186829.0,,,StalAge,not applicable,not applicable,187685.8352,2098.241193,1422.90773,187906.6288,2261.297105,2132.059057,186870.5,1170.9,1045.1,188196.3198,1645.786548,1303.7774,,,,186919.1591,1216.516312,967.3438437,186996.2908,1474.896259,1399.61999,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,mol/mol,mol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mm,mm,mm,mg,mg,%,ppb,ppb (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),m,m,m,per mille,degrees decimal,degrees decimal,meters a.s.l. ,year,year,year,year,year,year,year,year,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric"
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,219.6,,289818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.6,calcite,not applicable,,,,,,,,,,,,,,-5.04,0.08,-9.53,0.04,186961.0,,,StalAge,not applicable,not applicable,187837.6527,2315.269501,1534.846064,187953.5018,2281.386936,2150.898901,186915.0,1207.05,1061.7,188256.7619,1703.058146,1330.66328,,,,187053.653,1302.99594,1027.091522,187031.9629,1500.590632,1421.203878,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,mol/mol,mol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mm,mm,mm,mg,mg,%,ppb,ppb (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),m,m,m,per mille,degrees decimal,degrees decimal,meters a.s.l. ,year,year,year,year,year,year,year,year,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric"
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,220.8,,289819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.8,calcite,not applicable,,,,,,,,,,,,,,-5.25,0.08,-9.64,0.04,187093.0,,,StalAge,not applicable,not applicable,187993.9675,2532.991199,1658.682861,188000.0656,2303.406795,2169.875755,186956.5,1289.1,1077.6,188319.021,1717.14392,1333.08195,,,,187190.9615,1386.05054,1100.978977,187069.6873,1520.090192,1443.140766,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,mol/mol,mol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mm,mm,mm,mg,mg,%,ppb,ppb (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),m,m,m,per mille,degrees decimal,degrees decimal,meters a.s.l. ,year,year,year,year,year,year,year,year,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric"
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,222.0,,289820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,calcite,not applicable,,,,,,,,,,,,,,-5.52,0.08,-9.46,0.04,187225.0,,,StalAge,not applicable,not applicable,188158.64,2752.916237,1793.623169,188046.6124,2325.443599,2188.823561,186996.0,1332.65,1077.1,188379.0858,1713.214698,1332.76125,,,,187321.4274,1473.49579,1161.645293,187107.2051,1538.082031,1463.743275,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,mol/mol,mol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mm,mm,mm,mg,mg,%,ppb,ppb (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),m,m,m,per mille,degrees decimal,degrees decimal,meters a.s.l. ,year,year,year,year,year,year,year,year,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric"
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,223.2,,289821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.2,calcite,not applicable,,,,,,,,,,,,,,-5.61,0.08,-9.61,0.04,187357.0,,,StalAge,not applicable,not applicable,188326.9629,3018.169594,1923.864348,188094.1209,2346.554575,2208.733059,187028.0,1363.1,1086.3,188442.9714,1722.263744,1346.310482,,,,187462.2315,1630.901112,1243.691839,187144.0552,1557.290309,1482.40397,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,mol/mol,mol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mm,mm,mm,mg,mg,%,ppb,ppb (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),m,m,m,per mille,degrees decimal,degrees decimal,meters a.s.l. ,year,year,year,year,year,year,year,year,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric"
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,224.4,,289822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.4,calcite,not applicable,,,,,,,,,,,,,,-5.41,0.08,-9.48,0.04,187489.0,,,StalAge,not applicable,not applicable,188483.9551,3314.838202,2040.075499,188141.5177,2368.457754,2228.530833,187063.0,1385.9,1094.2,188505.7964,1737.312083,1366.022112,,,,187603.2167,1821.869795,1341.535074,187183.5519,1574.120244,1501.349527,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,mol/mol,mol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mm,mm,mm,mg,mg,%,ppb,ppb (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),m,m,m,per mille,degrees decimal,degrees decimal,meters a.s.l. ,year,year,year,year,year,year,year,year,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric"
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,225.6,,289823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.6,calcite,not applicable,,,,,,,,,,,,,,-5.55,0.08,-9.61,0.04,187621.0,,,StalAge,not applicable,not applicable,188641.6542,3602.605548,2171.516047,188188.1714,2390.97765,2247.32507,187103.5,1456.6,1096.9,188571.767,1742.191884,1380.38457,,,,187762.3654,2036.844983,1447.565595,187225.2974,1592.402323,1520.482475,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,mol/mol,mol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mmol/mol,mm,mm,mm,mg,mg,%,ppb,ppb (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),ppt,ppt (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),activity ratio,activity ratio (2-sigma uncertainty),m,m,m,per mille,degrees decimal,degrees decimal,meters a.s.l. ,year,year,year,year,year,year,year,year,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric"
