sisal_site_id,site_name,latitude,longitude,elevation,monitoring,notes,sisal_entity_id,entity_name,entity_status,corresponding_current,persist_id,depth_ref,geology,rock_age,wokam,vegetation_type,land_use,copernicus_lcc,cover_type,cover_thickness,host_rock_trace_elements,drip_water_trace_elements,distance_entrance,speleothem_type,drip_type,drip_height,d13C,d18O,iso_std,d18O_water_equilibrium,d18O_dripwater_carbonate_difference,organics,fluid_inclusions,mineralogy_petrology_fabric,clumped_isotopes,noble_gas_temperatures,C14,ODL,Sr_Ca,Sr_Ca_method,Sr_Ca_std,Sr_Ca_downsampled,Sr_Ca_downsampling_method,Mg_Ca,Mg_Ca_method,Mg_Ca_std,Mg_Ca_downsampled,Mg_Ca_downsampling_method,Ba_Ca,Ba_Ca_method,Ba_Ca_std,Ba_Ca_downsampled,Ba_Ca_downsampling_method,U_Ca,U_Ca_method,U_Ca_std,U_Ca_downsampled,U_Ca_downsampling_method,P_Ca,P_Ca_method,P_Ca_std,P_Ca_downsampled,P_Ca_downsampling_method,Sr_isotopes,Sr_isotopes_method,Sr_isotopes_std,trace_elements_datafile,trace_elements_metadatafile,cave_map,contact,data_DOI_URL,depth,dating_id,sample_id,date_type,dating_thickness,lab_num,material_dated,min_weight,max_weight,uncorr_age,uncorr_age_uncert_pos,uncorr_age_uncert_neg,14C_correction,calib_used,date_used,238U_content,238U_uncertainty,232Th_content,232Th_uncertainty,230Th_content,230Th_uncertainty,230Th_232Th_ratio,230Th_232Th_ratio_uncertainty,230Th_238U_activity,230Th_238U_activity_uncertainty,234U_238U_activity,234U_238U_activity_uncertainty,ini_230Th_232Th_ratio,ini_230Th_232Th_ratio_uncertainty,decay_constant,corr_age,corr_age_uncert_pos,corr_age_uncert_neg,date_used_lin_interp,date_used_lin_reg,date_used_Bchron,date_used_Bacon,date_used_OxCal,date_used_copRa,date_used_StalAge,depth_lam,lam_thickness,lam_age,lam_age_uncert_pos,lam_age_uncert_neg,sample_thickness,depth_sample,mineralogy,arag_corr,hiatus,Ba_Ca_measurement,Ba_Ca_precision,Mg_Ca_measurement,Mg_Ca_precision,P_Ca_measurement,P_Ca_precision,Sr_Ca_measurement,Sr_Ca_precision,U_Ca_measurement,U_Ca_precision,Sr_isotopes_measurement,Sr_isotopes_precision,d18O_measurement,d18O_precision,d13C_measurement,d13C_precision,interp_age,interp_age_uncert_pos,interp_age_uncert_neg,age_model_type,ann_lam_check,dep_rate_check,lin_interp_age,lin_interp_age_uncert_pos,lin_interp_age_uncert_neg,lin_reg_age,lin_reg_age_uncert_pos,lin_reg_age_uncert_neg,Bchron_age,Bchron_age_uncert_pos,Bchron_age_uncert_neg,Bacon_age,Bacon_age_uncert_pos,Bacon_age_uncert_neg,OxCal_age,OxCal_age_uncert_pos,OxCal_age_uncert_neg,copRa_age,copRa_age_uncert_pos,copRa_age_uncert_neg,StalAge_age,StalAge_age_uncert_pos,StalAge_age_uncert_neg,composite_entity_id,agetype,d13C_measurement_units,d13C_precision_units,d18O_measurement_units,d18O_precision_units,Sr_isotopes_measurement_units,Sr_isotopes_precision_units,Sr_Ca_measurement_units,Sr_Ca_precision_units,Mg_Ca_measurement_units,Mg_Ca_precision_units,Ba_Ca_measurement_units,Ba_Ca_precision_units,U_Ca_measurement_units,U_Ca_precision_units,P_Ca_measurement_units,P_Ca_precision_units,depth_lam_units,lam_thickness_units,dating_thickness_units,min_weight_units,max_weight_units,14C_correction_units,238U_content_units,238U_uncertainty_units,232Th_content_units,232Th_uncertainty_units,230Th_content_units,230Th_uncertainty_units,230Th_232Th_ratio_units,230Th_232Th_ratio_uncertainty_units,230Th_238U_activity_units,230Th_238U_activity_uncertainty_units,234U_238U_activity_units,234U_238U_activity_uncertainty_units,ini_230Th_232Th_ratio_units,ini_230Th_232Th_ratio_uncertainty_units,cover_thickness_units,distance_entrance_units,drip_height_units,d18O_dripwater_carbonate_difference_units,latitude_units,longitude_units,elevation_units,lam_age_units,lam_age_uncert_pos_units,uncorr_age_units,uncorr_age_uncert_pos_units,uncorr_age_uncert_neg_units,corr_age_units,corr_age_uncert_pos_units,corr_age_uncert_neg_units,ref_id,publication_DOI,citation,doi_database,external_description,corr_age_uncert_pos_copy,corr_age_uncert_neg_copy,lam_age_uncert_pos_copy,lam_age_uncert_neg_copy,interp_age_uncert_pos_copy,interp_age_uncert_neg_copy,lin_interp_age_uncert_pos_copy,lin_interp_age_uncert_neg_copy,lin_reg_age_uncert_pos_copy,lin_reg_age_uncert_neg_copy,Bchron_age_uncert_pos_copy,Bchron_age_uncert_neg_copy,Bacon_age_uncert_pos_copy,Bacon_age_uncert_neg_copy,OxCal_age_uncert_pos_copy,OxCal_age_uncert_neg_copy,copRa_age_uncert_pos_copy,copRa_age_uncert_neg_copy,StalAge_age_uncert_pos_copy,StalAge_age_uncert_neg_copy,collunit_notes
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,79.2,,SISAL_SampleID: 289698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.2,calcite,not applicable,,,,,,,,,,,,,,-5.53,0.08,-8.4,0.04,182723.5368,,,StalAge,not applicable,not applicable,182599.461,183525.1799604,181729.8634465,182379.4705,182794.7230524,181981.5716312,182589.5,183362.4,181803.75,182742.7686,183585.590366,181890.58478,,,,182669.968,183544.4165209,181757.7269384,182496.9467,183538.902045,181886.9639911,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,925.7189604,869.5975535,415.2525524,397.8988688,772.9,785.75,842.821766,852.18382,,,874.4485209,912.2410616,1041.955345,609.9827089,SISAL_SiteID: 1; SISAL_EntityID: 5
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,80.4,,SISAL_SampleID: 289699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.4,calcite,not applicable,,,,,,,,,,,,,,-5.66,0.08,-8.79,0.04,182742.7116,,,StalAge,not applicable,not applicable,182624.5954,183539.4544944,181765.0203582,182430.847,182836.3413497,182033.3906573,182619.5,183384.45,181843.0,182787.3424,183643.7520088,181936.085668,,,,182701.5957,183567.0333496,181774.7168658,182541.4553,183571.529195,181938.4638643,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,914.8590944,859.5750418,405.4943497,397.4563427,764.95,776.5,856.4096088,851.256732,,,865.4376496,926.8788342,1030.073895,602.9914357,SISAL_SiteID: 1; SISAL_EntityID: 5
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,81.6,,SISAL_SampleID: 289700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.6,calcite,not applicable,,,,,,,,,,,,,,-4.83,0.08,-8.52,0.04,182761.8864,,,StalAge,not applicable,not applicable,182650.2232,183550.8531161,181799.6475857,182479.5212,182886.0150612,182086.2536535,182652.0,183452.3,181866.95,182832.1314,183675.422386,181992.501844,,,,182721.1868,183591.9121001,181792.855407,182585.4821,183601.615069,181989.2570851,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,900.6299161,850.5756143,406.4938612,393.2675465,800.3,785.05,843.290986,839.629556,,,870.7253001,928.331393,1016.132969,596.2250149,SISAL_SiteID: 1; SISAL_EntityID: 5
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,82.8,,SISAL_SampleID: 289701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.8,calcite,not applicable,,,,,,,,,,,,,,-4.91,0.08,-8.32,0.04,182781.0612,,,StalAge,not applicable,not applicable,182679.5465,183565.3188666,181831.8066504,182528.5303,182929.9837908,182136.8281446,182679.5,183480.3,181897.95,182878.5714,183716.421852,182050.517002,,,,182749.092,183615.0200341,181810.1431025,182630.2465,183626.7946774,182040.0735262,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,885.7723666,847.7398496,401.4534908,391.7021554,800.8,781.55,837.850452,828.054398,,,865.9280341,938.9488975,996.5481774,590.1729738,SISAL_SiteID: 1; SISAL_EntityID: 5
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,84.0,,SISAL_SampleID: 289702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,calcite,not applicable,,,,,,,,,,,,,,-4.52,0.08,-8.07,0.04,182800.236,,,StalAge,not applicable,not applicable,182708.8559,183581.6418063,181866.0790281,182574.8025,182976.0263257,182187.415042,182709.5,183503.15,181937.0,182925.5148,183754.238696,182090.33437,,,,182765.3948,183634.8426785,181827.3650019,182675.6953,183657.5564891,182090.6204388,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,872.7859063,842.7768719,401.2238257,387.387458,793.65,772.5,828.723896,835.18043,,,869.4478785,938.0297981,981.8611891,585.0748612,SISAL_SiteID: 1; SISAL_EntityID: 5
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,85.2,,SISAL_SampleID: 289703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2,calcite,not applicable,,,,,,,,,,,,,,-4.36,0.08,-8.2,0.04,182819.4108,,,StalAge,not applicable,not applicable,182737.087,183596.4570529,181900.9863649,182623.1465,183024.5976833,182238.2673145,182737.0,183522.3,181975.8,182972.4272,183798.877212,182134.761178,,,,182783.1582,183646.1134439,181847.6229938,182721.6327,183693.9100532,182140.5904155,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,859.3700529,836.1006351,401.4511833,384.8791855,785.3,761.2,826.450012,837.666022,,,862.9552439,935.5352062,972.2773532,581.0422845,SISAL_SiteID: 1; SISAL_EntityID: 5
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,86.4,,SISAL_SampleID: 289704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4,calcite,not applicable,,,,,,,,,,,,,,-4.67,0.08,-8.4,0.04,182838.5856,,,StalAge,not applicable,not applicable,182765.3283,183622.977118,181931.1513059,182669.0978,183071.2945751,182284.1208998,182763.5,183539.65,182000.95,183018.5611,183846.820336,182174.899784,,,,182802.9422,183661.7181905,181871.5252943,182768.025,183716.9073437,182189.9895581,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,857.648818,834.1769941,402.1967751,384.9769002,776.15,762.55,828.259236,843.661316,,,858.7759905,931.4169057,948.8823437,578.0354419,SISAL_SiteID: 1; SISAL_EntityID: 5
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,86.6,,SISAL_SampleID: 289705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.6,calcite,not applicable,,,,,,,,,,,,,,-4.22,0.08,-8.01,0.04,182841.7814,,,StalAge,not applicable,not applicable,182768.4643,183628.2714821,181936.1259424,182677.9185,183078.6598821,182291.0520421,182767.0,183554.05,182004.85,183027.2641,183855.4615042,182184.68052,,,,182807.7663,183664.072456,181874.6547479,182775.7277,183719.4540271,182198.125306,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,859.8071821,832.3383576,400.7413821,386.8664579,787.05,762.15,828.1974042,842.58358,,,856.306156,933.1115521,943.7263271,577.602394,SISAL_SiteID: 1; SISAL_EntityID: 5
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,87.6,,SISAL_SampleID: 289706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6,calcite,not applicable,,,,,,,,,,,,,,-4.36,0.08,-8.21,0.04,182857.7604,,,StalAge,not applicable,not applicable,182789.6881,183645.4121809,181966.5921798,182718.2667,183118.8655002,182330.5858865,182783.5,183568.15,182028.2,183063.7439,183897.600988,182216.6154324,,,,182820.5238,183676.8333529,181898.2837184,182813.4937,183733.4023416,182238.0178154,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,855.7240809,823.0959202,400.5988002,387.6808135,784.65,755.3,833.857088,847.1284676,,,856.3095529,922.2400816,919.9086416,575.4758846,SISAL_SiteID: 1; SISAL_EntityID: 5
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,88.8,,SISAL_SampleID: 289707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8,calcite,not applicable,,,,,,,,,,,,,,-5.34,0.08,-8.63,0.04,182876.9352,,,StalAge,not applicable,not applicable,182816.943,183671.0693532,182011.7528759,182766.874,183172.7091474,182376.6280411,182807.5,183581.05,182056.7,183106.6302,183961.706684,182251.841704,,,,182841.5034,183696.9760096,181923.9940371,182857.0057,183762.0741911,182284.1224882,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,854.1263532,805.1901241,405.8351474,390.2459589,773.55,750.8,855.076484,854.788496,,,855.4726096,917.5093629,905.0684911,572.8832118,SISAL_SiteID: 1; SISAL_EntityID: 5
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,90.0,,SISAL_SampleID: 289708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,calcite,not applicable,,,,,,,,,,,,,,-4.5,0.08,-8.08,0.04,182896.11,,,StalAge,not applicable,not applicable,182838.5501,183690.7536152,182053.6692861,182814.7085,183216.5018432,182416.9870202,182839.5,183594.25,182075.9,183148.9241,184023.28402,182284.39604,,,,182855.452,183709.1588694,181943.3890104,182902.3728,183797.945189,182330.8459654,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,852.2035152,784.8808139,401.7933432,397.7214798,754.75,763.6,874.35992,864.52806,,,853.7068694,912.0629896,895.572389,571.5268346,SISAL_SiteID: 1; SISAL_EntityID: 5
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,91.2,,SISAL_SampleID: 289709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2,calcite,not applicable,,,,,,,,,,,,,,-4.37,0.08,-8.16,0.04,182915.2848,,,StalAge,not applicable,not applicable,182870.7981,183717.3692334,182078.8978013,182861.9304,183268.2168277,182457.6656647,182863.0,183618.0,182092.9,183194.4592,184057.76748,182343.9371528,,,,182868.4681,183722.6616255,181967.4754404,182951.2829,183833.9927311,182378.3617615,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,846.5711334,791.9002987,406.2864277,404.2647353,755.0,770.1,863.30828,850.5220472,,,854.1935255,900.9926596,882.7098311,572.9211385,SISAL_SiteID: 1; SISAL_EntityID: 5
1,Bittoo cave,30.7903,77.7764,3000.0,yes,,5,BT-2.4,current,,1-BT24,from top,limestone,Pleistocene,discontinuous carbonate,unknown,unknown,"closed forest, evergreen needle leaf",unknown,30.0,no,no,32.4,stalagmite,unknown,,yes,yes,Vienna-PDB,unknown,,no,no,yes,no,no,no,no,no,,,,,no,,,,,no,,,,,no,,,,,no,,,,,no,,,no,,no,"Cheng, Hai",https://www.ncdc.noaa.gov/paleo/study/20449,92.4,,SISAL_SampleID: 289710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4,calcite,not applicable,,,,,,,,,,,,,,-4.67,0.08,-8.19,0.04,182934.4596,,,StalAge,not applicable,not applicable,182898.1793,183740.6126018,182110.6386633,182909.6643,183322.6351067,182499.9286069,182894.0,183646.85,182116.95,183240.2811,184089.135072,182404.328278,,,,182885.3328,183739.3707528,181981.0629533,183000.4621,183869.4491614,182422.2927111,,Calibrated radiocarbon years BP,per mille,per mille,per mille,per mille,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,,,degrees decimal,degrees decimal,meters a.s.l. ,,,,,,,,,1,10.1038/srep24374,"Kathayat, G., Cheng, H., Sinha, A., Spötl, C., Edwards, R. L., Zhang, H., Li, X., Yi, L., Ning, Y., Cai, Y., Lui, W. L. and Breitenbach, S. F. M.: Indian monsoon variability on millennial-orbital timescales, Sci. Rep., 6(1), 2016.",NOAA,"d13C, d18O, mineralogy_petrology_fabric",,,,,,,842.4333018,787.5406367,412.9708067,409.7356931,752.85,777.05,848.853972,835.952822,,,854.0379528,904.2698467,868.9870614,578.1693889,SISAL_SiteID: 1; SISAL_EntityID: 5
